CODIGO EMPRESA,NOMBRE EMPRESA,CODIGO PDV,NOMBRE PDV,NOMBRE PRODUCTO,NOMBRE PRODUCTO,ESTADO ARTICULO,MINIMO,COSTO PROMEDIO,STOCK,Fecha Stock
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,1802,CERRADO FYBECA AEROPLAZA,100217042,ACONDICIONADOR IL SALONE DETOX 500ML,INACTIVO,0,29792,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,1802,CERRADO FYBECA AEROPLAZA,100217043,SHAMPOO IL SALONE DETOX 500 ML,INACTIVO,0,29792,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,1802,CERRADO FYBECA AEROPLAZA,100232843,PACK IL SALONE # 1 NEGRO PURO,INACTIVO,0,"18,62",0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,1802,CERRADO FYBECA AEROPLAZA,100232845,PACK IL SALONE # 7.7 RUBIO OSCURO CANELA,INACTIVO,0,"18,62",0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,1802,CERRADO FYBECA AEROPLAZA,294377,SPRAY CABELLO PROFESIONAL YELL YE STYLE FIXING HAIRSPRAY 500ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,1802,CERRADO FYBECA AEROPLAZA,294378,MOUSSE CABELLO PROFESIONAL YEL YE STYLE MOLDING MOUSSE 300ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,1802,CERRADO FYBECA AEROPLAZA,294379,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 10 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,1802,CERRADO FYBECA AEROPLAZA,294380,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 20 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,1802,CERRADO FYBECA AEROPLAZA,294381,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 30 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,1802,CERRADO FYBECA AEROPLAZA,294382,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 40 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,1802,CERRADO FYBECA AEROPLAZA,294383,DECOLORANTE PROFESIONAL YELLO YE SOBRE DECOLORANTE 20 GR ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71888,CERRADO FYBECA ALBAN BORJA 2,100164058,TINTE IL SALONNE COLORE # 7,INACTIVO,,17304,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71888,CERRADO FYBECA ALBAN BORJA 2,100164059,TINTE IL SALONNE COLORE #6.66,INACTIVO,0,17304,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71888,CERRADO FYBECA ALBAN BORJA 2,100164060,TINTE IL SALONNE COLORE # 12.11,INACTIVO,,17304,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71888,CERRADO FYBECA ALBAN BORJA 2,100164066,TINTE IL SALONNE COLORE # 9.1,INACTIVO,,17304,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71888,CERRADO FYBECA ALBAN BORJA 2,100164067,TINTE IL SALONNE COLORE # 8.1,INACTIVO,,17304,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71888,CERRADO FYBECA ALBAN BORJA 2,294379,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 10 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71888,CERRADO FYBECA ALBAN BORJA 2,294380,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 20 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71888,CERRADO FYBECA ALBAN BORJA 2,294381,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 30 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71888,CERRADO FYBECA ALBAN BORJA 2,294382,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 40 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71888,CERRADO FYBECA ALBAN BORJA 2,294383,DECOLORANTE PROFESIONAL YELLO YE SOBRE DECOLORANTE 20 GR ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,85,CERRADO FYBECA LOS NARANJOS,294379,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 10 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,85,CERRADO FYBECA LOS NARANJOS,294380,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 20 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,85,CERRADO FYBECA LOS NARANJOS,294381,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 30 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,85,CERRADO FYBECA LOS NARANJOS,294382,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 40 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,85,CERRADO FYBECA LOS NARANJOS,294383,DECOLORANTE PROFESIONAL YELLO YE SOBRE DECOLORANTE 20 GR ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71813,CERRADO FYBECA PLATAFORMA,100164059,TINTE IL SALONNE COLORE #6.66,INACTIVO,0,17304,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71813,CERRADO FYBECA PLATAFORMA,294379,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 10 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71813,CERRADO FYBECA PLATAFORMA,294380,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 20 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71813,CERRADO FYBECA PLATAFORMA,294381,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 30 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71813,CERRADO FYBECA PLATAFORMA,294382,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 40 VOL 150 ML ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,71813,CERRADO FYBECA PLATAFORMA,294383,DECOLORANTE PROFESIONAL YELLO YE SOBRE DECOLORANTE 20 GR ,INACTIVO,0,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,2120,CERRADO FYBECA TONSUPA,294379,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 10 VOL 150 ML ,INACTIVO,,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,2120,CERRADO FYBECA TONSUPA,294380,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 20 VOL 150 ML ,INACTIVO,,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,2120,CERRADO FYBECA TONSUPA,294381,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 30 VOL 150 ML ,INACTIVO,,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,2120,CERRADO FYBECA TONSUPA,294382,AGUA OXIGENADA PROFESIONAL YE YE OXIDANTE 40 VOL 150 ML ,INACTIVO,,0,0,28/02/21
1,FARMACIAS Y COMISARIATOS DE MEDICINAS S.A. FARCOMED,2120,CERRADO FYBECA TONSUPA,294383,DECOLORANTE PROFESIONAL YELLO YE SOBRE DECOLORANTE 20 GR ,INACTIVO,,0,0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100232843,PACK IL SALONE # 1 NEGRO PURO,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100232844,PACK IL SALONE # 6 CASTAÑO,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100232845,PACK IL SALONE # 7.7 RUBIO OSCURO CANELA,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100232847,PACK IL SALONE # 7.1 RUBIO OSCURO HELADO,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100232848,PACK IL SALONE # 8.1 RUBIO MEDIO HELADO,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100232850,PACK IL SALONE # 9.1 RUBIO CLARO HELADO,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100235536,PACK IL SALONE # 7 RUBIO OSCURO,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100240670,PACK IL SALONE MITHYC SHAMPOO 500 ML + ACONDICIONADOR 500ML,INACTIVO,,35,0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100240737,PACK IL SALONE GLORIOUS SHAMPOO 500 ML + ACONDICIONADOR 500ML,INACTIVO,,35,0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100240738,PACK IL SALONE MAGNIFICENT SHAMPOO 500 ML + ACONDICIONADOR 500ML,INACTIVO,,35,0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100251636,TINTE ALTA MODA TONO N°1 NEGRO,NO DISCONTINUADO,,"8,12",0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100251637,SHAMPOO ALTA MODA ALFAKERATIN 300ML,NO DISCONTINUADO,,10024,0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100251638,TINTE ALTA MODA TONO N°3 CASTAÑO OBSCURO,NO DISCONTINUADO,,"8,12",0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100251639,TINTE ALTA MODA TONO N°6.35 RUBIO OSCURO DORADO CAOBA,NO DISCONTINUADO,,"8,12",0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100251640,SHAMPOO ALTA MODA HAIR REPAIR 300ML,NO DISCONTINUADO,,10024,0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100251641,ACONDICIONADOR ALTA MODA ALFAKERATIN 300ML,NO DISCONTINUADO,,10024,0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100251642,ACONDICIONADOR ALTA MODA HAIR REPAIR 300ML,NO DISCONTINUADO,,10024,0,28/02/21
8,ECONOFARM S.A.,71571,CERRADO SANASANA CD,100251643,MÁSCARA ALTA MODA ALFAKERATIN 300GR,NO DISCONTINUADO,,14476,0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100232843,PACK IL SALONE # 1 NEGRO PURO,INACTIVO,,"18,62",0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100232844,PACK IL SALONE # 6 CASTAÑO,INACTIVO,,"18,62",0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100232845,PACK IL SALONE # 7.7 RUBIO OSCURO CANELA,INACTIVO,,"18,62",0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100232847,PACK IL SALONE # 7.1 RUBIO OSCURO HELADO,INACTIVO,,"18,62",0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100232848,PACK IL SALONE # 8.1 RUBIO MEDIO HELADO,INACTIVO,,"18,62",0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100232850,PACK IL SALONE # 9.1 RUBIO CLARO HELADO,INACTIVO,,"18,62",0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100235536,PACK IL SALONE # 7 RUBIO OSCURO,INACTIVO,,"18,62",0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100240670,PACK IL SALONE MITHYC SHAMPOO 500 ML + ACONDICIONADOR 500ML,INACTIVO,,35,0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100240737,PACK IL SALONE GLORIOUS SHAMPOO 500 ML + ACONDICIONADOR 500ML,INACTIVO,,35,0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100240738,PACK IL SALONE MAGNIFICENT SHAMPOO 500 ML + ACONDICIONADOR 500ML,INACTIVO,,35,0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100251636,TINTE ALTA MODA TONO N°1 NEGRO,INACTIVO,,"8,12",0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100251637,SHAMPOO ALTA MODA ALFAKERATIN 300ML,INACTIVO,,10024,0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100251638,TINTE ALTA MODA TONO N°3 CASTAÑO OBSCURO,INACTIVO,,"8,12",0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100251639,TINTE ALTA MODA TONO N°6.35 RUBIO OSCURO DORADO CAOBA,INACTIVO,,"8,12",0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100251640,SHAMPOO ALTA MODA HAIR REPAIR 300ML,INACTIVO,,10024,0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100251641,ACONDICIONADOR ALTA MODA ALFAKERATIN 300ML,INACTIVO,,10024,0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100251642,ACONDICIONADOR ALTA MODA HAIR REPAIR 300ML,INACTIVO,,10024,0,28/02/21
16,FARMAGESTION S.A.,72076,CERRADO SANASANA FR - SUSANA LETOR,100251643,MÁSCARA ALTA MODA ALFAKERATIN 300GR,INACTIVO,,14476,0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100232843,PACK IL SALONE # 1 NEGRO PURO,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100232844,PACK IL SALONE # 6 CASTAÑO,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100232845,PACK IL SALONE # 7.7 RUBIO OSCURO CANELA,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100232847,PACK IL SALONE # 7.1 RUBIO OSCURO HELADO,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100232848,PACK IL SALONE # 8.1 RUBIO MEDIO HELADO,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100232850,PACK IL SALONE # 9.1 RUBIO CLARO HELADO,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100235536,PACK IL SALONE # 7 RUBIO OSCURO,INACTIVO,0,"18,62",0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100240670,PACK IL SALONE MITHYC SHAMPOO 500 ML + ACONDICIONADOR 500ML,INACTIVO,,35,0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100240737,PACK IL SALONE GLORIOUS SHAMPOO 500 ML + ACONDICIONADOR 500ML,INACTIVO,,35,0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100240738,PACK IL SALONE MAGNIFICENT SHAMPOO 500 ML + ACONDICIONADOR 500ML,INACTIVO,,35,0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100251636,TINTE ALTA MODA TONO N°1 NEGRO,INACTIVO,,"8,12",0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100251637,SHAMPOO ALTA MODA ALFAKERATIN 300ML,INACTIVO,,10024,0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100251638,TINTE ALTA MODA TONO N°3 CASTAÑO OBSCURO,INACTIVO,,"8,12",0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100251639,TINTE ALTA MODA TONO N°6.35 RUBIO OSCURO DORADO CAOBA,INACTIVO,,"8,12",0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100251640,SHAMPOO ALTA MODA HAIR REPAIR 300ML,INACTIVO,,10024,0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100251641,ACONDICIONADOR ALTA MODA ALFAKERATIN 300ML,INACTIVO,,10024,0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100251642,ACONDICIONADOR ALTA MODA HAIR REPAIR 300ML,INACTIVO,,10024,0,28/02/21
8,ECONOFARM S.A.,71818,CERRADO SANASANA JUAN MONTALVO,100251643,MÁSCARA ALTA MODA ALFAKERATIN 300GR,INACTIVO,,14476,0,28/02/21
8,ECONOFARM S.A.,195,CERRADO SANASANA MENA,100232843,PACK IL SALONE # 1 NEGRO PURO,INACTIVO,,"18,62",0,28/02/21
8,ECONOFARM S.A.,195,CERRADO SANASANA MENA,100232844,PACK IL SALONE # 6 CASTAÑO,INACTIVO,,"18,62",0,28/02/21
8,ECONOFARM S.A.,195,CERRADO SANASANA MENA,100232845,PACK IL SALONE # 7.7 RUBIO OSCURO CANELA,INACTIVO,,"18,62",0,28/02/21
8,ECONOFARM S.A.,195,CERRADO SANASANA MENA,100232847,PACK IL SALONE # 7.1 RUBIO OSCURO HELADO,INACTIVO,,"18,62",0,28/02/21
8,ECONOFARM S.A.,195,CERRADO SANASANA MENA,100232848,PACK IL SALONE # 8.1 RUBIO MEDIO HELADO,INACTIVO,,"18,62",0,28/02/21
